Ticker,Name,Type,Industry,12-1M_Mom_%,FIP_Annual,LastMonth,LastMonth_Mom_%,LastMonth_FIP,LastMonth_Neg,LastMonth_Pos,LastMonth_Flat,LastMonth_Total
IHGZT,IHLAS GAZETECILIK,Stock,MEDYA,-28.5719,-0.042118,2026-09,-0.8403,-0.004202,1,0,1,2
BASCM,BASTAS BASKENT CIMENTO,Stock,ÇİMENTO,-28.7584,-0.057288,2026-09,-3.2486,-0.032486,2,0,0,2
HATEK,HATAY TEKSTIL,Stock,TEKSTİL,-28.8032,-0.009180,2026-09,2.7885,0.000000,1,1,0,2
AGYO,ATAKULE GMYO,Stock,GYO,-28.8307,-0.032162,2026-09,-4.1333,-0.041333,2,0,0,2
KZGYO,KUZUGRUP GMYO,Stock,GYO,-28.9042,-0.031092,2026-09,4.5036,-0.045036,0,2,0,2
MOPAS,MOPAS MARKETCILIK,Stock,PERAKENDE,-29.1111,-0.032475,2026-09,1.8561,-0.018561,0,2,0,2
TSKB,"T,S,K,B,",VIOP,BANKALAR,-29.3320,-0.031552,2026-09,0.3660,0.000000,1,1,0,2
TLMAN,TRABZON LIMAN,Stock,ULAŞTIRMA - LOJİSTİK,-29.4650,-0.030521,2026-09,-2.8178,-0.028178,2,0,0,2
INTEM,INTEMA,Stock,İNŞAAT MALZEMELERİ,-29.7834,-0.042717,2026-09,-3.4731,-0.034731,2,0,0,2
TUREX,TUREKS TURIZM TASIMACILIK,Stock,ULAŞTIRMA - LOJİSTİK,-29.8251,-0.070107,2026-09,-3.8820,-0.038820,2,0,0,2
TSGYO,TSKB GMYO,Stock,GYO,-29.8754,-0.008332,2026-09,-2.0305,-0.020305,2,0,0,2
TURGG,TURKER PROJE GAYRIMENKUL,Stock,İNŞAAT - TAAHHÜT,-29.9794,-0.034638,2026-09,3.8352,-0.038352,0,2,0,2
MERKO,MERKO GIDA,Stock,GIDA VE HAYVANCILIK,-30.0826,-0.026367,2026-09,-3.0769,-0.000000,1,1,0,2
VKFYO,"VAKIF YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-30.7171,-0.062413,2026-09,-3.7931,-0.037931,2,0,0,2
AVHOL,AVRUPA YATIRIM HOLDING,Stock,HOLDİNGLER,-30.8700,-0.014759,2026-09,-3.7704,-0.037704,2,0,0,2
SMART,SMARTIKS YAZILIM,Stock,TEKNOLOJİ,-31.0615,-0.043313,2026-09,-3.1409,-0.000000,1,1,0,2
SUNTK,SUN TEKSTIL,Stock,TEKSTİL,-31.0926,-0.021059,2026-09,-0.1178,-0.000000,1,1,0,2
GRNYO,"GARANTI YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-31.1047,-0.065679,2026-09,-8.0572,-0.080572,2,0,0,2
BIZIM,BIZIM MAGAZALARI,Stock,PERAKENDE,-31.2418,-0.044809,2026-09,0.0827,0.000000,1,1,0,2
HTTBT,HITIT BILGISAYAR,Stock,BİLGİSAYAR DONATIM,-31.4382,-0.060121,2026-09,-2.9526,-0.029526,2,0,0,2
KLKIM,KALEKIM KIMYEVI MADDELER,Stock,İNŞAAT MALZEMELERİ,-31.6008,-0.042806,2026-09,-2.8486,-0.028486,2,0,0,2
SNICA,SANICA ISI SANAYI,Stock,İNŞAAT MALZEMELERİ,-31.6652,-0.036585,2026-09,-2.7950,-0.000000,1,1,0,2
ADEL,ADEL KALEMCILIK,Stock,DİĞER,-31.8045,-0.058287,2026-09,-6.4516,-0.064516,2,0,0,2
CEOEM,CEO EVENT MEDYA,Stock,DİĞER,-32.1786,-0.039743,2026-09,-4.6937,-0.046937,2,0,0,2
TTRAK,TURK TRAKTOR,Stock,OTOMOTİV,-32.2505,-0.019273,2026-09,0.6433,0.000000,1,1,0,2
SNGYO,SINPAS GMYO,Stock,GYO,-32.7030,-0.022149,2026-09,-1.1765,-0.011765,2,0,0,2
DESA,DESA DERI,Stock,TEKSTİL,-32.7032,-0.031270,2026-09,-3.9039,-0.039039,2,0,0,2
ISBIR,ISBIR HOLDING,Stock,HOLDİNGLER,-32.8093,-0.049671,2026-09,1.3755,0.000000,1,1,0,2
BIOEN,BIOTREND CEVRE VE ENERJI,Stock,ELEKTRİK,-32.8580,-0.061527,2026-09,-1.0471,-0.000000,1,1,0,2
BMSCH,BMS CELIK HASIR,Stock,DEMİR ÇELİK,-33.0226,-0.036838,2026-09,-3.5055,-0.035055,2,0,0,2
OYLUM,OYLUM SINAI YATIRIMLAR,Stock,GIDA VE HAYVANCILIK,-33.0868,-0.069865,2026-09,-0.9763,-0.009763,2,0,0,2
KONYA,KONYA CIMENTO,Stock,ÇİMENTO,-33.4482,-0.062632,2026-09,-3.3505,-0.033505,2,0,0,2
BRYAT,"BORUSAN YAT, PAZ,",Stock,HOLDİNGLER,-33.5057,-0.066744,2026-09,-2.0250,-0.020250,2,0,0,2
PAPIL,PAPILON SAVUNMA,Stock,TEKNOLOJİ,-33.5296,-0.041411,2026-09,-8.4052,-0.084052,2,0,0,2
ZERGY,Zeray Gayrimenkul Yatirim Ortakligi AS,Stock,GYO,-33.6033,-0.026776,2026-09,4.3710,-0.043710,0,2,0,2
ARCLK,ARCELIK,VIOP,DAYANIKLI TÜKETİM,-33.6371,-0.064326,2026-09,-0.4413,-0.002206,1,0,1,2
FENER,FENERBAHCE FUTBOL,Stock,SPOR,-33.6985,-0.022824,2026-09,-2.5559,-0.025559,2,0,0,2
KAYSE,KAYSERI SEKER FABRIKASI,Stock,GIDA VE HAYVANCILIK,-33.8249,-0.059295,2026-09,-4.0380,-0.000000,1,1,0,2
MAGEN,MARGUN ENERJI,Stock,ELEKTRİK,-33.9146,0.060803,2026-09,-5.0057,-0.000000,1,1,0,2
DESPC,DESPEC BILGISAYAR,Stock,BİLGİSAYAR DONATIM,-34.1146,-0.033979,2026-09,-0.4425,-0.000000,1,1,0,2
MEPET,METRO PETROL VE TESISLERI,Stock,PERAKENDE,-34.2264,-0.058635,2026-09,-0.0501,-0.000000,1,1,0,2
JANTS,JANTSA JANT SANAYI,Stock,OTOMOTİV PARÇASI,-34.2753,-0.068278,2026-09,-2.0645,-0.020645,2,0,0,2
GSRAY,GALATASARAY SPORTIF,Stock,SPOR,-34.4966,-0.042605,2026-09,-5.5046,-0.055046,2,0,0,2
ARENA,ARENA BILGISAYAR,Stock,BİLGİSAYAR DONATIM,-34.8065,-0.047148,2026-09,-3.0799,-0.030799,2,0,0,2
BIGCH,BUYUK SEFLER BIGCHEFS,Stock,GIDA VE HAYVANCILIK,-34.8696,-0.025006,2026-09,-4.8276,-0.048276,2,0,0,2
OBASE,OBASE BILGISAYAR,Stock,TEKNOLOJİ,-34.8828,-0.025016,2026-09,-4.3243,-0.043243,2,0,0,2
ATLAS,"ATLAS YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-35.0593,-0.074030,2026-09,-2.4590,-0.024590,2,0,0,2
MARTI,MARTI OTEL,Stock,TURİZM,-35.1302,-0.065782,2026-09,20.5882,-0.205882,0,2,0,2
KNFRT,KONFRUT GIDA,Stock,GIDA VE HAYVANCILIK,-35.1637,-0.037825,2026-09,-3.9720,-0.039720,2,0,0,2
RUZYE,RUZY MADENCILIK VE ENERJI,Stock,MADENCİLİK,-35.2671,-0.051987,2026-09,-4.4186,-0.044186,2,0,0,2
EKIZ,EKIZ KIMYA,Stock,GIDA VE HAYVANCILIK,-35.3345,-0.047863,2026-09,-5.5694,-0.055694,2,0,0,2
COSMO,"COSMOS YAT, HOLDING",Stock,HOLDİNGLER,-35.4480,-0.057903,2026-09,-2.2526,-0.000000,1,1,0,2
BAGFS,BAGFAS,Stock,TARIM KİMYASALLARI,-35.7647,-0.041322,2026-09,-1.3616,-0.013616,2,0,0,2
IZINV,IZ YATIRIM HOLDING,Stock,GIDA VE HAYVANCILIK,-35.8438,-0.088539,2026-09,-3.6932,-0.036932,2,0,0,2
IHLGM,IHLAS GAYRIMENKUL,Stock,GYO,-35.9686,-0.065919,2026-09,-0.6289,-0.003145,1,0,1,2
ZOREN,ZORLU ENERJI,Stock,ELEKTRİK,-36.3277,-0.050656,2026-09,5.1724,0.000000,1,1,0,2
PAMEL,PAMEL ELEKTRIK,Stock,ELEKTRİK,-36.3553,-0.053592,2026-09,-2.8402,-0.028402,2,0,0,2
NUGYO,NUROL GMYO,Stock,GYO,-37.0762,-0.045791,2026-09,0.5593,0.000000,1,1,0,2
CLEBI,CELEBI,Stock,ULAŞTIRMA - LOJİSTİK,-37.1231,-0.081345,2026-09,-0.7607,-0.000000,1,1,0,2
QNBFK,QNB FINANSAL KIRALAMA,Stock,SINIFLANDIRMA DIŞI,-37.3413,-0.098188,2026-09,-1.7291,-0.017291,2,0,0,2
CONSE,CONSUS ENERJI,Stock,ELEKTRİK,-37.6144,-0.052450,2026-09,1.3216,0.000000,1,1,0,2
AVGYO,AVRASYA GMYO,Stock,GYO,-37.8162,-0.048212,2026-09,10.3030,-0.103030,0,2,0,2
OSMEN,OSMANLI MENKUL,Stock,ARACI KURUMLAR,-38.0412,-0.048499,2026-09,-1.9580,-0.000000,1,1,0,2
BALAT,BALATACILAR BALATACILIK,Stock,OTOMOTİV PARÇASI,-38.3419,-0.084016,2026-09,0.8094,0.000000,1,1,0,2
KATMR,KATMERCILER EKIPMAN,Stock,OTOMOTİV PARÇASI,-38.4286,-0.012248,2026-09,-2.9268,-0.029268,2,0,0,2
SANFM,SANIFOAM ENDUSTRI,Stock,İNŞAAT MALZEMELERİ,-38.5309,-0.009211,2026-09,-6.2560,-0.000000,1,1,0,2
FZLGY,FUZUL GMYO,Stock,GYO,-38.8551,-0.007740,2026-09,-12.7524,-0.127524,2,0,0,2
ORMA,ORMA ORMAN MAHSULLERI,Stock,MOBİLYA,-38.9045,-0.089899,2026-09,-3.9900,-0.039900,2,0,0,2
MZHLD,MAZHAR ZORLU HOLDING,Stock,HOLDİNGLER,-38.9446,-0.065166,2026-09,-1.1194,-0.011194,2,0,0,2
UNLU,UNLU YATIRIM HOLDING,Stock,ARACI KURUMLAR,-39.1153,-0.052985,2026-09,-3.4608,-0.034608,2,0,0,2
ISYAT,"IS YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-39.1802,-0.053073,2026-09,0.0000,0.000000,1,1,0,2
DARDL,DARDANEL,Stock,GIDA VE HAYVANCILIK,-39.2683,-0.048499,2026-09,-1.8293,-0.018293,2,0,0,2
CEMTS,CEMTAS,Stock,DEMİR ÇELİK,-39.3029,-0.068898,2026-09,-0.9143,-0.000000,1,1,0,2
EMNIS,EMINIS AMBALAJ,Stock,KAĞIT VE AMBALAJ,-39.5862,-0.080434,2026-09,-2.6623,-0.026623,2,0,0,2
ULAS,"ULASLAR TURIZM YAT,",Stock,TURİZM,-39.6953,-0.071167,2026-09,9.6466,-0.096466,0,2,0,2
ONRYT,ONUR TEKNOLOJI,Stock,TEKNOLOJİ,-39.7448,-0.036420,2026-09,-0.0857,-0.000000,1,1,0,2
VERTU,VERUSATURK GIRISIM,Stock,GİRİŞİM SERMAYESİ,-40.1962,-0.072065,2026-09,-1.1541,-0.011541,2,0,0,2
SEYKM,SEYITLER KIMYA,Stock,KİMYASAL ÜRÜNLER,-40.4537,-0.095090,2026-09,-2.2523,-0.000000,1,1,0,2
BAYRK,BAYRAK TABAN SANAYI,Stock,KİMYASAL ÜRÜNLER,-40.6408,-0.058290,2026-09,-1.4118,-0.014118,2,0,0,2
EGEEN,EGE ENDUSTRI,Stock,OTOMOTİV PARÇASI,-41.2192,-0.067330,2026-09,-4.0394,-0.040394,2,0,0,2
SEGYO,SEKER GMYO,Stock,GYO,-41.5003,-0.046295,2026-09,-2.8796,-0.028796,2,0,0,2
POLTK,POLITEKNIK METAL,Stock,KİMYASAL ÜRÜNLER,-41.7419,-0.056543,2026-09,-2.9833,-0.029833,2,0,0,2
KOTON,KOTON MAGAZACILIK,Stock,PERAKENDE,-42.0223,-0.041855,2026-09,-1.4331,-0.014331,2,0,0,2
CMENT,CIMENTAS,Stock,ÇİMENTO,-42.1309,-0.097354,2026-09,-2.2814,-0.022814,2,0,0,2
PGSUS,PEGASUS,VIOP,ULAŞTIRMA - LOJİSTİK,-42.3914,-0.096267,2026-09,1.3605,0.000000,1,1,0,2
ALCAR,ALARKO CARRIER,Stock,DAYANIKLI TÜKETİM,-42.6079,-0.072994,2026-09,3.0792,0.000000,1,1,0,2
ATAGY,ATA GMYO,Stock,GYO,-42.7989,-0.085257,2026-09,-0.3030,-0.000000,1,1,0,2
TEZOL,EUROPAP TEZOL KAGIT,Stock,KAĞIT VE AMBALAJ,-42.8891,-0.054679,2026-09,-4.8128,-0.000000,1,1,0,2
CMBTN,CIMBETON,Stock,ÇİMENTO,-42.9942,-0.106201,2026-09,-2.8479,-0.028479,2,0,0,2
HEKTS,HEKTAS,VIOP,TARIM KİMYASALLARI,-43.0873,-0.063515,2026-09,-2.9304,-0.029304,2,0,0,2
TNZTP,TAPDI TINAZTEPE,Stock,SAĞLIK VE İLAÇ,-43.1145,-0.006871,2026-09,-2.9375,-0.014688,1,0,1,2
DOFER,DOFER YAPI MALZEMELERI,Stock,İNŞAAT MALZEMELERİ,-43.2797,-0.010346,2026-09,-1.1429,-0.000000,1,1,0,2
REEDR,REEDER TEKNOLOJI,Stock,BİLGİSAYAR DONATIM,-43.9116,-0.052484,2026-09,-4.1739,-0.041739,2,0,0,2
CASA,CASA EMTIA PETROL,Stock,PERAKENDE,-44.0114,-0.087672,2026-09,6.3189,-0.063189,0,2,0,2
TUKAS,TUKAS GIDA,Stock,GIDA VE HAYVANCILIK,-44.2228,-0.040523,2026-09,-1.9802,-0.019802,2,0,0,2
GRTHO,GRAINTURK HOLDING,Stock,GIDA VE HAYVANCILIK,-44.2858,-0.051167,2026-09,-10.3589,-0.103589,2,0,0,2
EFOR,Efor Yatirim Sanayi Ticaret A.S.,Stock,,-44.5114,0.007093,2026-09,-6.2153,-0.000000,1,1,0,2
GIPTA,GIPTA OFIS KIRTASIYE,Stock,DİĞER,-45.0341,-0.073562,2026-09,-16.7943,-0.167943,2,0,0,2
INTEK,INNOSA TEKNOLOJI,Stock,BOYA,-45.0667,-0.048478,2026-09,-1.6068,-0.016068,2,0,0,2
IMASM,IMAS MAKINA,Stock,OTOMOTİV PARÇASI,-45.3738,-0.059655,2026-09,-0.4405,-0.002203,1,0,1,2
TKNSA,TEKNOSA IC VE DIS TICARET,Stock,PERAKENDE,-45.7199,-0.116577,2026-09,-6.5000,-0.065000,2,0,0,2
SUWEN,SUWEN TEKSTIL,Stock,PERAKENDE,-45.9824,-0.113582,2026-09,12.8120,-0.128120,0,2,0,2
RAYSG,RAY SIGORTA,Stock,SİGORTA,-46.3603,-0.097892,2026-09,-0.1290,-0.000000,1,1,0,2
PRKAB,TURK PRYSMIAN KABLO,Stock,KABLO,-46.4349,-0.081400,2026-09,-1.5454,-0.000000,1,1,0,2
IDGYO,IDEALIST GMYO,Stock,GYO,-46.4999,-0.038904,2026-09,-4.6358,-0.046358,2,0,0,2
AKYHO,AKDENIZ YATIRIM HOLDING,Stock,HOLDİNGLER,-46.7071,-0.085599,2026-09,-4.7170,-0.047170,2,0,0,2
CEMAS,CEMAS DOKUM,Stock,DEMİR ÇELİK,-46.8758,-0.098981,2026-09,-1.4634,-0.014634,2,0,0,2
PLTUR,PLATFORM TURIZM,Stock,ULAŞTIRMA - LOJİSTİK,-46.8824,-0.061638,2026-09,1.9940,-0.019940,0,2,0,2
NATEN,NATUREL ENERJI,Stock,ELEKTRİK,-47.0129,-0.101143,2026-09,-4.9180,-0.049180,2,0,0,2
TMSN,TUMOSAN MOTOR VE TRAKTOR,Stock,OTOMOTİV,-47.2074,-0.078993,2026-09,-3.2688,-0.032688,2,0,0,2
BIENY,BIEN YAPI URUNLERI,Stock,SERAMİK,-47.3198,-0.047131,2026-09,-1.7195,-0.017195,2,0,0,2
SEKFK,"SEKER FIN, KIR,",Stock,FİNANSAL KİRALAMA VE FAKTORİNG,-47.4901,-0.056761,2026-09,-1.1161,-0.011161,2,0,0,2
SARKY,SARKUYSAN,Stock,İNŞAAT MALZEMELERİ,-47.6181,-0.026560,2026-09,-3.8308,-0.038308,2,0,0,2
YONGA,YONGA MOBILYA,Stock,MOBİLYA,-48.1233,-0.078608,2026-09,-0.4898,-0.000000,1,1,0,2
MRGYO,MARTI GMYO,Stock,GYO,-48.7020,-0.029105,2026-09,3.7500,-0.037500,0,2,0,2
OSTIM,OSTIM ENDUSTRIYEL YAT,Stock,HOLDİNGLER,-48.7512,-0.081576,2026-09,1.3072,0.000000,1,1,0,2
ERCB,ERCIYAS CELIK BORU,Stock,DEMİR ÇELİK,-48.7901,-0.073866,2026-09,-4.7007,-0.047007,2,0,0,2
EPLAS,EGEPLAST,Stock,İNŞAAT MALZEMELERİ,-49.2350,-0.064731,2026-09,-7.2513,-0.072513,2,0,0,2
GENTS,GENTAS,Stock,MOBİLYA,-49.2565,-0.064760,2026-09,-2.5341,-0.012671,1,0,1,2
SEKUR,SEKURO PLASTIK,Stock,KAĞIT VE AMBALAJ,-49.3592,-0.072761,2026-09,4.0201,0.000000,1,1,0,2
CANTE,CAN2 TERMIK,Stock,ELEKTRİK,-49.4011,-0.078727,2026-09,-3.6232,-0.000000,1,1,0,2
CUSAN,CUHADAROGLU METAL,Stock,DEMİR ÇELİK,-49.7619,-0.059476,2026-09,0.4167,0.000000,1,1,0,2
VESTL,VESTEL,VIOP,DAYANIKLI TÜKETİM,-50.0956,-0.079834,2026-09,8.2753,0.000000,1,1,0,2
VRGYO,VERA KONSEPT GMYO,Stock,GYO,-50.2325,-0.074048,2026-09,0.5587,0.000000,1,1,0,2
VAKFN,"VAKIF FIN, KIR,",Stock,FİNANSAL KİRALAMA VE FAKTORİNG,-50.4978,-0.080475,2026-09,-3.4188,-0.017094,1,0,1,2
MMCAS,"MMC SAN, VE TIC, YAT,",Stock,ULAŞTIRMA - LOJİSTİK,-50.6910,-0.088861,2026-09,-5.5812,-0.055812,2,0,0,2
YESIL,YESIL YATIRIM HOLDING,Stock,HOLDİNGLER,-50.7144,-0.076779,2026-09,0.8696,-0.004348,0,1,1,2
DERHL,DERLUKS YATIRIM HOLDING,Stock,TEKSTİL,-51.2454,-0.079624,2026-09,-0.4808,-0.000000,1,1,0,2
DOKTA,DOKTAS DOKUMCULUK,Stock,OTOMOTİV PARÇASI,-51.5363,-0.078023,2026-09,-1.4084,-0.000000,1,1,0,2
SASA,SASA POLYESTER,VIOP,TEKSTİL,-52.5802,-0.054466,2026-09,-3.4043,-0.000000,1,1,0,2
KSTUR,KUSTUR KUSADASI TURIZM,Stock,TURİZM,-52.7389,-0.128170,2026-09,-3.3058,-0.033058,2,0,0,2
INVEO,INVEO YATIRIM HOLDING,Stock,HOLDİNGLER,-53.4518,-0.072405,2026-09,-0.7299,-0.007299,2,0,0,2
QUAGR,QUA GRANITE HAYAL YAPI,Stock,SERAMİK,-54.3729,-0.030328,2026-09,-0.6289,-0.000000,1,1,0,2
IHYAY,IHLAS YAYIN HOLDING,Stock,HOLDİNGLER,-54.4754,-0.082473,2026-09,-1.6393,-0.016393,2,0,0,2
MERCN,MERCAN KIMYA,Stock,KİMYASAL ÜRÜNLER,-54.4760,-0.034726,2026-09,1.2181,0.000000,1,1,0,2
SURGY,SUR TATIL EVLERI GMYO,Stock,GYO,-54.5822,-0.076111,2026-09,-3.5669,-0.035669,2,0,0,2
FORMT,FORMET METAL VE CAM,Stock,İNŞAAT MALZEMELERİ,-55.2278,-0.101214,2026-09,-3.2051,-0.032051,2,0,0,2
TATEN,TATLIPINAR ENERJI URETIM,Stock,ELEKTRİK,-55.3860,-0.094884,2026-09,-2.8504,-0.028504,2,0,0,2
YAYLA,"YAYLA EN, UR, TUR, VE INS",Stock,İNŞAAT - ELEKTRİK,-55.6952,-0.086538,2026-09,-0.7612,-0.000000,1,1,0,2
PKENT,PETROKENT TURIZM,Stock,TURİZM,-56.1086,-0.082710,2026-09,-1.5127,-0.015127,2,0,0,2
MAKTK,MAKINA TAKIM,Stock,İNŞAAT MALZEMELERİ,-56.2494,-0.121015,2026-09,-4.0112,-0.000000,1,1,0,2
EYGYO,EYG GMYO,Stock,GYO,-56.7171,-0.036154,2026-09,-4.3321,-0.043321,2,0,0,2
AVTUR,"AVRASYA PETROL VE TUR,",Stock,TURİZM,-56.9102,-0.090694,2026-09,0.1669,-0.000835,0,1,1,2
BALSU,BALSU GIDA,Stock,GIDA VE HAYVANCILIK,-57.5984,-0.128506,2026-09,-0.4024,-0.000000,1,1,0,2
AGROT,AGROTECH TEKNOLOJI,Stock,GIDA VE HAYVANCILIK,-57.8568,-0.092202,2026-09,-2.4631,-0.024631,2,0,0,2
OTKAR,OTOKAR,Stock,OTOMOTİV,-58.8004,-0.060909,2026-09,-0.3934,-0.000000,1,1,0,2
DAPGM,DAP GAYRIMENKUL,Stock,GYO,-59.0850,-0.044726,2026-09,-0.8631,-0.000000,1,1,0,2
LRSHO,LORAS HOLDING,Stock,HOLDİNGLER,-59.3559,-0.078038,2026-09,-1.6129,-0.016129,2,0,0,2
BEGYO,BATI EGE GMYO,Stock,GYO,-59.5090,-0.113802,2026-09,-2.5496,-0.025496,2,0,0,2
SELVA,SELVA GIDA,Stock,GIDA VE HAYVANCILIK,-59.5183,-0.092479,2026-09,-4.8193,-0.048193,2,0,0,2
VESBE,VESTEL BEYAZ ESYA,Stock,DAYANIKLI TÜKETİM,-60.0827,-0.148411,2026-09,8.4112,0.000000,1,1,0,2
BARMA,BAREM AMBALAJ,Stock,KAĞIT VE AMBALAJ,-60.4174,0.064991,2026-09,-10.0000,-0.100000,2,0,0,2
MEKAG,MEKA GLOBAL MAKINE,Stock,İNŞAAT MALZEMELERİ,-61.6515,-0.061406,2026-09,1.6949,0.000000,1,1,0,2
EUREN,EUROPEN ENDUSTRI,Stock,İNŞAAT MALZEMELERİ,-62.3962,0.022373,2026-09,-1.7903,-0.017903,2,0,0,2
SMRVA,SUMER VARLIK YONETIM,Stock,BANKALAR,-63.3639,-0.050489,2026-09,-1.5288,-0.015288,2,0,0,2
ARZUM,ARZUM EV ALETLERI,Stock,DAYANIKLI TÜKETİM,-66.1737,-0.118638,2026-09,-6.0976,-0.060976,2,0,0,2
ORCAY,ORCAY ORTAKOY CAY SANAYI,Stock,GIDA VE HAYVANCILIK,-66.2038,-0.121330,2026-09,-0.5848,-0.002924,1,0,1,2
KLRHO,KILER HOLDING,Stock,HOLDİNGLER,-66.3178,0.005284,2026-09,-1.0630,-0.000000,1,1,0,2
TRILC,TURK ILAC SERUM,Stock,SAĞLIK VE İLAÇ,-67.2039,-0.101743,2026-09,-5.5046,-0.055046,2,0,0,2
MEGAP,MEGA POLIETILEN,Stock,KİMYASAL ÜRÜNLER,-67.9816,-0.205841,2026-09,-2.3392,-0.011696,1,0,1,2
SMRTG,"SMART GUNES ENERJISI TEK,",Stock,ELEKTRİK,-68.2544,-0.040789,2026-09,-3.1038,-0.031038,2,0,0,2
ESEN,ESENBOGA ELEKTRIK,Stock,ELEKTRİK,-69.5794,0.008316,2026-09,-7.1625,-0.071625,2,0,0,2
FONET,FONET BILGI TEKNOLOJILERI,Stock,TEKNOLOJİ,-69.9245,-0.050145,2026-09,-2.6000,-0.026000,2,0,0,2
IHLAS,IHLAS HOLDING,Stock,HOLDİNGLER,-70.0301,-0.111602,2026-09,-0.9346,-0.004673,1,0,1,2
YYAPI,YESIL YAPI,Stock,İNŞAAT - TAAHHÜT,-70.6145,-0.140666,2026-09,2.5316,-0.012658,0,1,1,2
USAK,USAK SERAMIK,Stock,SERAMİK,-70.7690,-0.135335,2026-09,-0.8197,-0.000000,1,1,0,2
LINK,LINK BILGISAYAR,Stock,TEKNOLOJİ,-71.0793,-0.110442,2026-09,-3.6969,-0.036969,2,0,0,2
KOCMT,KOC METALURJI,Stock,DEMİR ÇELİK,-71.1404,-0.022674,2026-09,-18.7500,-0.187500,2,0,0,2
KONTR,KONTROLMATIK TEKNOLOJI,VIOP,ELEKTRİK,-71.8696,-0.137440,2026-09,-7.5630,-0.075630,2,0,0,2
AHSGY,AHES GMYO,Stock,GYO,-72.3044,-0.077778,2026-09,-6.7503,-0.067503,2,0,0,2
DMRGD,DMR UNLU MAMULLER,Stock,GIDA VE HAYVANCILIK,-73.4910,0.029279,2026-09,-2.9914,-0.000000,1,1,0,2
QNBTR,QNB BANK,Stock,SINIFLANDIRMA DIŞI,-74.7780,-0.202586,2026-09,-0.6383,-0.006383,2,0,0,2
OTTO,OTTO HOLDING,Stock,HOLDİNGLER,-76.5758,-0.131186,2026-09,-3.5904,-0.035904,2,0,0,2
SAMAT,SARAY MATBAACILIK,Stock,KAĞIT VE AMBALAJ,-76.7619,-0.134563,2026-09,-1.1173,-0.011173,2,0,0,2
ALVES,ALVES KABLO,Stock,KABLO,-77.2161,-0.147664,2026-09,-9.0278,-0.090278,2,0,0,2
BLUME,Blume Metal Kimya Anonim Sirketi,Stock,KİMYASAL ÜRÜNLER,-77.5129,-0.037058,2026-09,-2.1012,-0.010506,1,0,1,2
VSNMD,VISNE MADENCILIK,Stock,MADENCİLİK,-77.6155,-0.191720,2026-09,-3.5566,-0.035566,2,0,0,2
KONKA,KONYA KAGIT,Stock,KAĞIT VE AMBALAJ,-78.2146,-0.024929,2026-09,-5.8185,-0.058185,2,0,0,2
TEKTU,TEK-ART TURIZM,Stock,TURİZM,-78.7539,-0.122367,2026-09,-3.9506,-0.039506,2,0,0,2
TUCLK,TUGCELIK,Stock,OTOMOTİV PARÇASI,-79.2020,-0.151462,2026-09,-1.7949,-0.008974,1,0,1,2
GZNMI,GEZINOMI SEYAHAT,Stock,TURİZM,-81.1754,-0.164938,2026-09,-6.0870,-0.000000,1,1,0,2
ENSRI,ENSARI DERI,Stock,TEKSTİL,-82.2719,-0.068833,2026-09,-2.7505,-0.027505,2,0,0,2
EMKEL,EMEK ELEKTRIK,Stock,İNŞAAT - ELEKTRİK,-82.9242,-0.138758,2026-09,-5.1701,-0.051701,2,0,0,2
BORLS,BORLEASE OTOMOTIV,Stock,ULAŞTIRMA - LOJİSTİK,-83.5221,-0.179689,2026-09,-8.2742,-0.082742,2,0,0,2
DCTTR,DCT TRADING DIS TICARET,Stock,PAZARLAMA,-83.7390,-0.013345,2026-09,-4.9383,-0.049383,2,0,0,2
KRTEK,KARSU TEKSTIL,Stock,TEKSTİL,-85.6351,-0.150117,2026-09,-3.5985,-0.035985,2,0,0,2
SAFKR,SAFKAR EGE SOGUTMACILIK,Stock,DAYANIKLI TÜKETİM,-85.8269,-0.047872,2026-09,-4.9025,-0.000000,1,1,0,2
KZBGY,KIZILBUK GYO,Stock,GYO,-86.0743,-0.020576,2026-09,-2.5773,-0.025773,2,0,0,2
TERA,TERA YATIRIM MENKUL DEGERLER,Stock,ARACI KURUMLAR,-86.8604,0.204174,2026-09,2.2400,-0.022400,0,2,0,2
YGYO,YESIL GMYO,Stock,GYO,-88.2596,-0.098457,2026-09,,,0,0,0,0
ALGYO,ALARKO GMYO,Stock,GYO,-88.3004,-0.010554,2026-09,-3.2698,-0.032698,2,0,0,2
LIDER,LDR TURIZM,Stock,ULAŞTIRMA - LOJİSTİK,-89.8446,0.064430,2026-09,-13.4604,-0.134604,2,0,0,2
OBAMS,OBA MAKARNACILIK,Stock,GIDA VE HAYVANCILIK,-90.3356,-0.176352,2026-09,-5.3173,-0.000000,1,1,0,2
A1YEN,A1 YENILENEBILIR ENERJI,Stock,ELEKTRİK,-90.7206,-0.028915,2026-09,-3.6364,-0.036364,2,0,0,2
AZTEK,AZTEK TEKNOLOJI,Stock,BİLGİSAYAR DONATIM,-91.5265,-0.054697,2026-09,-0.5291,-0.000000,1,1,0,2
