Ticker,Name,Type,Industry,12-1M_Mom_%,FIP_Annual,LastMonth,LastMonth_Mom_%,LastMonth_FIP,LastMonth_Neg,LastMonth_Pos,LastMonth_Flat,LastMonth_Total
YKBNK,"YAPI VE KREDI BANK,",VIOP,BANKALAR,1.3418,0.000962,2026-09,-1.2048,-0.000000,1,1,0,2
DOFRB,DOF Robotik Sanayi Anonim Sirketi,Stock,TEKNOLOJİ,1.0426,0.000540,2026-09,-2.7690,-0.000000,1,1,0,2
KCHOL,KOC HOLDING,VIOP,HOLDİNGLER,0.1580,0.000013,2026-09,-0.8841,-0.008841,2,0,0,2
DURKN,DURUKAN SEKERLEME,Stock,GIDA VE HAYVANCILIK,0.1185,0.000014,2026-09,1.8767,0.000000,1,1,0,2
BJKAS,"BESIKTAS FUTBOL YAT,",Stock,SPOR,-0.1234,-0.000084,2026-09,-1.3575,-0.000000,1,1,0,2
ULUUN,ULUSOY UN SANAYI,Stock,GIDA VE HAYVANCILIK,-0.1942,-0.000070,2026-09,0.8264,0.000000,1,1,0,2
PENGD,PENGUEN GIDA,Stock,GIDA VE HAYVANCILIK,-0.7839,-0.001124,2026-09,-0.2215,-0.000000,1,1,0,2
BAKAB,BAK AMBALAJ,Stock,KAĞIT VE AMBALAJ,-0.8635,-0.000516,2026-09,-0.3128,-0.000000,1,1,0,2
SKYMD,SEKER YATIRIM,Stock,ARACI KURUMLAR,-1.1139,-0.001598,2026-09,7.4483,-0.074483,0,2,0,2
YATAS,YATAS YATAK VE YORGAN,Stock,MOBİLYA,-1.4934,-0.000357,2026-09,-0.5859,-0.000000,1,1,0,2
DOHOL,DOGAN HOLDING,VIOP,HOLDİNGLER,-1.5249,-0.000243,2026-09,-2.4412,-0.024412,2,0,0,2
DMLKT,Emlak Konut Gayrimenkul Yatirim Ortakligi A.S. 0 % Certificates 2025-31.12.2199,Stock,,-2.1922,-0.000873,2026-09,,,0,0,0,0
SDTTR,SDT UZAY VE SAVUNMA,Stock,SAVUNMA,-2.2707,-0.001357,2026-09,-4.8430,-0.000000,1,1,0,2
BULGS,BULLS GSYO,Stock,GİRİŞİM SERMAYESİ,-2.3771,-0.002462,2026-09,2.3899,-0.023899,0,2,0,2
EGGUB,EGE GUBRE,Stock,TARIM KİMYASALLARI,-2.6170,-0.003128,2026-09,-4.9107,-0.049107,2,0,0,2
MGROS,MIGROS TICARET,VIOP,PERAKENDE,-2.7998,-0.000446,2026-09,-1.5933,-0.015933,2,0,0,2
KRVGD,KERVAN GIDA,Stock,GIDA VE HAYVANCILIK,-2.8012,-0.001339,2026-09,-1.7699,-0.000000,1,1,0,2
ALTNY,ALTINAY SAVUNMA,Stock,SAVUNMA,-3.9973,-0.003981,2026-09,-1.6347,-0.000000,1,1,0,2
SOKE,SOKE DEGIRMENCILIK,Stock,GIDA VE HAYVANCILIK,-4.2524,-0.000508,2026-09,-8.9202,-0.089202,2,0,0,2
TAVHL,TAV HAVALIMANLARI,VIOP,ULAŞTIRMA - LOJİSTİK,-4.4819,-0.001786,2026-09,-1.5094,-0.000000,1,1,0,2
ENDAE,ENDA ENERJI HOLDING,Stock,ELEKTRİK,-4.4988,-0.004839,2026-09,-5.4606,-0.054606,2,0,0,2
KRPLS,KOROPLAST TEMIZLIK AMBALAJ,Stock,KAĞIT VE AMBALAJ,-4.6458,-0.003147,2026-09,-0.5687,-0.000000,1,1,0,2
IZENR,IZDEMIR ENERJI,Stock,ELEKTRİK,-4.7482,0.007945,2026-09,-6.1842,-0.000000,1,1,0,2
SUMAS,SUMAS SUNI TAHTA,Stock,MOBİLYA,-4.7628,-0.009108,2026-09,-1.4760,-0.000000,1,1,0,2
BTCIM,BATI CIMENTO,Stock,ÇİMENTO,-4.8416,-0.000964,2026-09,-6.1125,-0.061125,2,0,0,2
KOPOL,KOZA POLYESTER,Stock,KİMYASAL ÜRÜNLER,-5.1088,-0.008142,2026-09,-3.8182,-0.038182,2,0,0,2
EKSUN,EKSUN GIDA,Stock,GIDA VE HAYVANCILIK,-5.1405,-0.003686,2026-09,-8.4142,-0.084142,2,0,0,2
RNPOL,RAINBOW POLIKARBONAT,Stock,KİMYASAL ÜRÜNLER,-5.2291,-0.007292,2026-09,-6.9106,-0.069106,2,0,0,2
PNLSN,PANELSAN CATI CEPHE,Stock,İNŞAAT MALZEMELERİ,-5.2736,-0.003152,2026-09,-1.2671,-0.012671,2,0,0,2
ALBRK,ALBARAKA TURK,Stock,BANKALAR,-5.4866,-0.000874,2026-09,1.3825,-0.006912,0,1,1,2
SNKRN,SENKRON SIBER GUVENLIK YAZILIM,Stock,DİĞER,-5.6771,-0.001131,2026-09,,,0,0,0,0
NUHCM,NUH CIMENTO,Stock,ÇİMENTO,-5.7704,-0.004598,2026-09,-2.3600,-0.023600,2,0,0,2
AVOD,"A,V,O,D GIDA VE TARIM",Stock,GIDA VE HAYVANCILIK,-5.8990,-0.007051,2026-09,3.9165,-0.039165,0,2,0,2
AEFES,ANADOLU EFES,VIOP,İÇECEK,-5.9645,-0.001188,2026-09,0.8408,0.000000,1,1,0,2
DOCO,DO-CO,Stock,ULAŞTIRMA - LOJİSTİK,-5.9765,-0.003334,2026-09,-2.4781,-0.024781,2,0,0,2
CVKMD,CVK MADEN,Stock,MADENCİLİK,-6.4176,0.002557,2026-09,-3.2220,-0.000000,1,1,0,2
BLCYT,BILICI YATIRIM,Stock,TEKSTİL,-6.5842,0.006296,2026-09,-5.2438,-0.000000,1,1,0,2
BRKVY,BIRIKIM VARLIK YONETIM,Stock,BANKALAR,-6.6849,-0.007457,2026-09,4.5714,-0.045714,0,2,0,2
AKBNK,AKBANK,VIOP,BANKALAR,-7.0623,-0.001125,2026-09,-0.4871,-0.000000,1,1,0,2
ALKA,ALKIM KAGIT,Stock,KAĞIT VE AMBALAJ,-7.1002,-0.010466,2026-09,-1.1029,-0.011029,2,0,0,2
AGHOL,ANADOLU GRUBU HOLDING,Stock,HOLDİNGLER,-7.6811,-0.005814,2026-09,2.0000,-0.020000,0,2,0,2
SNPAM,SONMEZ PAMUKLU,Stock,TEKSTİL,-7.8145,-0.009651,2026-09,-1.9510,-0.019510,2,0,0,2
HUNER,HUN YENILENEBILIR ENERJI URETIM AS,Stock,ELEKTRİK,-8.2466,-0.008542,2026-09,-3.0000,-0.030000,2,0,0,2
ASGYO,ASCE GMYO,Stock,GYO,-8.2604,-0.007240,2026-09,0.0914,-0.000457,0,1,1,2
IZFAS,IZMIR FIRCA,Stock,BOYA,-8.2771,0.020445,2026-09,-5.9880,-0.059880,2,0,0,2
GARFA,GARANTI FAKTORING,Stock,FİNANSAL KİRALAMA VE FAKTORİNG,-8.4261,-0.013764,2026-09,-1.8978,-0.000000,1,1,0,2
GSDHO,GSD HOLDING,Stock,HOLDİNGLER,-8.6714,-0.007255,2026-09,-1.3072,-0.013072,2,0,0,2
ISGSY,IS GIRISIM,Stock,GİRİŞİM SERMAYESİ,-8.7223,-0.011815,2026-09,-3.2416,-0.000000,1,1,0,2
SKTAS,SOKTAS,Stock,TEKSTİL,-8.7619,-0.013963,2026-09,4.1667,0.000000,1,1,0,2
ACSEL,ACIPAYAM SELULOZ,Stock,KİMYASAL ÜRÜNLER,-8.8400,-0.009509,2026-09,-1.3805,-0.000000,1,1,0,2
MRSHL,MARSHALL,Stock,BOYA,-8.9324,-0.008897,2026-09,-3.0562,-0.000000,1,1,0,2
ADGYO,ADRA GMYO,Stock,GYO,-9.0072,-0.012560,2026-09,1.4693,-0.014693,0,2,0,2
OYAYO,"OYAK YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-9.1670,-0.018626,2026-09,-2.8143,-0.028143,2,0,0,2
PETKM,PETKIM,VIOP,PETROL,-9.2934,-0.002592,2026-09,-0.5483,-0.000000,1,1,0,2
MEDTR,MEDITERA TIBBI MALZEME,Stock,SAĞLIK VE İLAÇ,-9.4110,-0.003749,2026-09,-1.2658,-0.012658,2,0,0,2
AVPGY,AVRUPAKENT GMYO,Stock,GYO,-9.5821,-0.010307,2026-09,1.8282,0.000000,1,1,0,2
DOAS,DOGUS OTOMOTIV,VIOP,OTOMOTİV,-9.8508,-0.007849,2026-09,-1.2821,-0.000000,1,1,0,2
HUBVC,HUB GIRISIM,Stock,GİRİŞİM SERMAYESİ,-10.0623,-0.016837,2026-09,9.8765,-0.098765,0,2,0,2
ALCTL,ALCATEL LUCENT TELETAS,Stock,BİLGİSAYAR DONATIM,-10.0827,-0.003214,2026-09,-0.7792,-0.000000,1,1,0,2
PRDGS,PARDUS GIRISIM,Stock,GİRİŞİM SERMAYESİ,-10.1581,-0.007689,2026-09,-6.5134,-0.065134,2,0,0,2
ENERY,ENERYA ENERJI,Stock,ELEKTRİK,-10.1831,-0.001623,2026-09,6.2753,-0.062753,0,2,0,2
DNISI,DINAMIK ISI MAKINA YALITIM,Stock,KİMYASAL ÜRÜNLER,-10.2224,-0.022400,2026-09,-3.6957,-0.036957,2,0,0,2
SKYLP,SKYALP FINANSAL TEKNOLOJILER,Stock,DİĞER,-10.2666,-0.015952,2026-09,0.8333,0.000000,1,1,0,2
DGATE,DATAGATE BILGISAYAR,Stock,BİLGİSAYAR DONATIM,-10.5142,-0.010472,2026-09,-3.4268,-0.034268,2,0,0,2
KRGYO,KORFEZ GMYO,Stock,GYO,-10.6320,-0.014402,2026-09,-7.2100,-0.072100,2,0,0,2
PINSU,PINAR SU,Stock,İÇECEK,-10.8646,-0.017314,2026-09,-4.7664,-0.047664,2,0,0,2
GARAN,GARANTI BANKASI,VIOP,BANKALAR,-10.8763,-0.004333,2026-09,0.8403,0.000000,1,1,0,2
PSDTC,PERGAMON DIS TICARET,Stock,PAZARLAMA,-11.0078,-0.025436,2026-09,-6.4257,-0.064257,2,0,0,2
BRISA,BRISA BRIDGESTONE SABANCI,Stock,OTOMOTİV PARÇASI,-11.0188,-0.009219,2026-09,0.1309,0.000000,1,1,0,2
TTKOM,TURK TELEKOM,VIOP,HABERLEŞME,-11.3003,-0.004502,2026-09,-0.5871,-0.000000,1,1,0,2
BINBN,BIN ULASIM TEKNOLOJILERI,Stock,TEKNOLOJİ,-11.4128,0.002728,2026-09,1.3714,-0.013714,0,2,0,2
DGGYO,DOGUS GMYO,Stock,GYO,-11.7920,-0.017852,2026-09,0.3641,0.000000,1,1,0,2
MSGYO,MISTRAL GMYO,Stock,GYO,-11.8511,-0.015109,2026-09,1.4035,0.000000,1,1,0,2
FMIZP,F-M IZMIT PISTON,Stock,OTOMOTİV PARÇASI,-11.9182,-0.010921,2026-09,-2.4473,-0.024473,2,0,0,2
TSPOR,TRABZONSPOR SPORTIF YATIRIM VE TICA,Stock,SPOR,-12.5019,-0.011456,2026-09,-6.4220,-0.064220,2,0,0,2
EUHOL,EURO YATIRIM HOLDING,Stock,HOLDİNGLER,-12.6534,-0.015124,2026-09,2.7328,-0.027328,0,2,0,2
VAKBN,VAKIFLAR BANKASI,VIOP,BANKALAR,-12.7940,-0.000510,2026-09,7.3724,-0.073724,0,2,0,2
AFYON,AFYON CIMENTO,Stock,ÇİMENTO,-12.8529,-0.014338,2026-09,-1.1886,-0.011886,2,0,0,2
GWIND,GALATA WIND ENERJI,Stock,ELEKTRİK,-13.0074,-0.007773,2026-09,-1.9435,-0.019435,2,0,0,2
TBORG,"T,TUBORG",Stock,İÇECEK,-13.4740,-0.022009,2026-09,-2.8409,-0.000000,1,1,0,2
ALKIM,ALKIM KIMYA,Stock,KİMYASAL ÜRÜNLER,-13.5700,-0.017841,2026-09,-0.3876,-0.003876,2,0,0,2
ODAS,ODAS ELEKTRIK,VIOP,ELEKTRİK,-13.6354,-0.001086,2026-09,0.6831,0.000000,1,1,0,2
SAHOL,SABANCI HOLDING,VIOP,HOLDİNGLER,-13.7646,-0.004936,2026-09,-0.7511,-0.003755,1,0,1,2
DERIM,DERIMOD,Stock,TEKSTİL,-13.9154,-0.015523,2026-09,-0.5022,-0.000000,1,1,0,2
TCELL,TURKCELL,VIOP,HABERLEŞME,-13.9756,-0.003898,2026-09,2.2620,-0.022620,0,2,0,2
AKGRT,AKSIGORTA,Stock,SİGORTA,-14.0769,-0.018507,2026-09,-2.0900,-0.020900,2,0,0,2
THYAO,TURK HAVA YOLLARI,VIOP,ULAŞTIRMA - LOJİSTİK,-14.0856,-0.017397,2026-09,-3.5567,-0.035567,2,0,0,2
GLBMD,"GLOBAL MEN, DEG,",Stock,ARACI KURUMLAR,-14.1141,-0.029240,2026-09,1.6507,-0.016507,0,2,0,2
BOBET,BOGAZICI BETON SANAYI,Stock,ÇİMENTO,-14.2420,-0.010781,2026-09,3.0000,0.000000,1,1,0,2
BORSK,BOR SEKER,Stock,GIDA VE HAYVANCILIK,-14.2718,-0.015921,2026-09,6.6775,-0.066775,0,2,0,2
KUTPO,KUTAHYA PORSELEN,Stock,SERAMİK,-14.8015,-0.014153,2026-09,-1.9279,-0.019279,2,0,0,2
OYYAT,OYAK YATIRIM MENKUL,Stock,ARACI KURUMLAR,-14.8552,0.003551,2026-09,-1.9989,-0.000000,1,1,0,2
RODRG,RODRIGO TEKSTIL,Stock,TEKSTİL,-14.9399,-0.024999,2026-09,3.4117,0.000000,1,1,0,2
EGEGY,EGEYAPI AVRUPA GMYO,Stock,GYO,-15.1175,-0.009034,2026-09,-13.5135,-0.135135,2,0,0,2
SISE,SISE CAM,VIOP,CAM,-15.3242,-0.009158,2026-09,-1.3125,-0.013125,2,0,0,2
MTRYO,"METRO YAT, ORT,",Stock,YATIRIM ORTAKLIKLARI,-15.4614,-0.014784,2026-09,0.3375,0.000000,1,1,0,2
MACKO,MACKOLIK INTERNET HIZMETLERI,Stock,DİĞER,-15.4689,-0.012326,2026-09,3.0000,0.000000,1,1,0,2
MARMR,Marmara Holding AS,Stock,,-15.5722,-0.017371,2026-09,-3.0973,-0.030973,2,0,0,2
GEDZA,GEDIZ AMBALAJ,Stock,KAĞIT VE AMBALAJ,-15.6285,-0.013076,2026-09,-0.9743,-0.000000,1,1,0,2
A1CAP,A1 CAPITAL YATIRIM,Stock,ARACI KURUMLAR,-15.6294,-0.015567,2026-09,-3.9900,-0.039900,2,0,0,2
PNSUT,PINAR SUT,Stock,GIDA VE HAYVANCILIK,-15.6965,-0.015634,2026-09,-5.7676,-0.057676,2,0,0,2
KLGYO,KILER GMYO,Stock,GYO,-15.7200,-0.019415,2026-09,0.8097,0.000000,1,1,0,2
YUNSA,YUNSA YUNLU,Stock,TEKSTİL,-15.8360,-0.026498,2026-09,-6.9738,-0.069738,2,0,0,2
PETUN,PINAR ET VE UN,Stock,GIDA VE HAYVANCILIK,-15.8633,-0.006952,2026-09,-3.6044,-0.036044,2,0,0,2
VAKFA,Vakif Faktoring A.S.,Stock,FİNANSAL KİRALAMA VE FAKTORİNG,-15.9913,-0.014016,2026-09,-1.8817,-0.009409,1,0,1,2
VKGYO,VAKIF GMYO,Stock,GYO,-16.0362,-0.007667,2026-09,0.0000,0.000000,0,0,2,2
GRSEL,GUR-SEL TURIZM TASIMACILIK,Stock,ULAŞTIRMA - LOJİSTİK,-16.4477,-0.006553,2026-09,1.4167,-0.007083,0,1,1,2
MAKIM,MAKIM MAKINE,Stock,DEMİR ÇELİK,-16.4585,-0.030819,2026-09,-2.9393,-0.000000,1,1,0,2
MAALT,MARMARIS ALTINYUNUS,Stock,TURİZM,-16.5012,-0.030899,2026-09,-0.4912,-0.000000,1,1,0,2
BESLR,BESLER GIDA,Stock,GIDA VE HAYVANCILIK,-16.5465,-0.001978,2026-09,0.8594,0.000000,1,1,0,2
GLCVY,GELECEK VARLIK YONETIMI,Stock,BANKALAR,-16.6482,-0.021225,2026-09,-0.9588,-0.000000,1,1,0,2
DYOBY,DYO BOYA,Stock,BOYA,-16.7512,-0.022691,2026-09,-4.8551,-0.048551,2,0,0,2
KLYPV,KALYON GUNES TEKNOLOJILERI,Stock,ELEKTRİK,-17.0576,-0.025145,2026-09,-0.5627,-0.000000,1,1,0,2
GOLTS,GOLTAS CIMENTO,Stock,ÇİMENTO,-17.5965,-0.013320,2026-09,-1.9884,-0.019884,2,0,0,2
MIATK,MIA TEKNOLOJI,Stock,TEKNOLOJİ,-17.7752,-0.010623,2026-09,-2.6893,-0.000000,1,1,0,2
LYDYE,LYDIA YESIL ENERJI,Stock,ELEKTRİK,-18.0557,-0.025897,2026-09,1.4779,0.000000,1,1,0,2
PATEK,PASIFIK TEKNOLOJI,Stock,TEKNOLOJİ,-18.3437,-0.025579,2026-09,-5.5985,-0.055985,2,0,0,2
MAVI,MAVI GIYIM,Stock,PERAKENDE,-18.5766,-0.009621,2026-09,-0.0542,-0.000000,1,1,0,2
ZEDUR,ZEDUR ENERJI,Stock,ELEKTRİK,-18.6339,0.000742,2026-09,-1.4067,-0.000000,1,1,0,2
ZRGYO,ZIRAAT GMYO,Stock,GYO,-18.7414,-0.017920,2026-09,0.1025,0.000000,1,1,0,2
HDFGS,HEDEF GIRISIM,Stock,GİRİŞİM SERMAYESİ,-18.7868,-0.023203,2026-09,0.4098,0.000000,1,1,0,2
KIMMR,KIM MARKET-ERSAN ALISVERIS,Stock,PERAKENDE,-19.1317,-0.015244,2026-09,-1.4992,-0.000000,1,1,0,2
KLMSN,KLIMASAN KLIMA,Stock,DAYANIKLI TÜKETİM,-19.3557,-0.026990,2026-09,-1.2694,-0.000000,1,1,0,2
SERNT,SERANIT GRANIT SERAMIK,Stock,SERAMİK,-19.9114,-0.006346,2026-09,1.7610,-0.008805,0,1,1,2
PENTA,PENTA TEKNOLOJI URUNLERI DAGITIM,Stock,BİLGİSAYAR DONATIM,-20.0325,-0.020751,2026-09,0.3788,0.000000,1,1,0,2
MNDRS,MENDERES TEKSTIL,Stock,TEKSTİL,-20.3930,-0.025187,2026-09,-2.7539,-0.013769,1,0,1,2
BEYAZ,BEYAZ FILO,Stock,ULAŞTIRMA - LOJİSTİK,-20.4134,-0.032531,2026-09,-4.9522,-0.049522,2,0,0,2
ISCTR,IS BANKASI (C),VIOP,BANKALAR,-20.8144,-0.021561,2026-09,1.1076,-0.011076,0,2,0,2
SANKO,SANKO PAZARLAMA,Stock,PAZARLAMA,-20.8702,-0.014967,2026-09,3.0079,-0.030079,0,2,0,2
ERBOS,ERBOSAN,Stock,DEMİR ÇELİK,-21.1685,-0.017711,2026-09,-3.0100,-0.030100,2,0,0,2
LOGO,LOGO YAZILIM,Stock,TEKNOLOJİ,-21.2147,-0.027892,2026-09,0.0000,0.000000,1,1,0,2
EKOS,EKOS TEKNOLOJI,Stock,ELEKTRİK,-21.2321,-0.029607,2026-09,-5.8601,-0.058601,2,0,0,2
NTHOL,NET HOLDING,Stock,HOLDİNGLER,-21.2326,-0.008459,2026-09,1.5406,-0.015406,0,2,0,2
KAREL,KAREL ELEKTRONIK,Stock,BİLGİSAYAR DONATIM,-21.2618,-0.013553,2026-09,-1.4019,-0.014019,2,0,0,2
OYAKC,OYAK CIMENTO,VIOP,ÇİMENTO,-21.2655,-0.011861,2026-09,-2.5801,-0.000000,1,1,0,2
ENTRA,"IC ENTERRA YEN, ENERJI",Stock,ELEKTRİK,-21.4246,-0.017925,2026-09,-1.6317,-0.016317,2,0,0,2
BOSSA,BOSSA,Stock,TEKSTİL,-21.5354,-0.019734,2026-09,-1.5504,-0.000000,1,1,0,2
ALFAS,ALFA SOLAR ENERJI,Stock,ELEKTRİK,-21.6305,-0.019821,2026-09,-4.0766,-0.040766,2,0,0,2
INGRM,INGRAM MICRO BILISIM SISTEMLERI AS,Stock,BİLGİSAYAR DONATIM,-21.8097,-0.029543,2026-09,0.2646,-0.001323,0,1,1,2
RUBNS,RUBENIS TEKSTIL,Stock,TEKSTİL,-21.8132,-0.013036,2026-09,1.1875,0.000000,1,1,0,2
ULUFA,ULUSAL FAKTORING,Stock,FİNANSAL KİRALAMA VE FAKTORİNG,-21.8342,-0.009569,2026-09,0.6098,0.000000,1,1,0,2
KARSN,KARSAN OTOMOTIV,Stock,OTOMOTİV,-21.8906,-0.026164,2026-09,14.3725,-0.143725,0,2,0,2
AKFGY,AKFEN GMYO,Stock,GYO,-22.2341,-0.016831,2026-09,-0.7812,-0.007812,2,0,0,2
GOODY,GOOD-YEAR,Stock,OTOMOTİV PARÇASI,-22.2665,-0.013307,2026-09,1.9157,-0.019157,0,2,0,2
DZGYO,DENIZ GMYO,Stock,GYO,-22.2685,0.002662,2026-09,0.4249,0.000000,1,1,0,2
EGSER,EGE SERAMIK,Stock,SERAMİK,-22.3618,-0.013364,2026-09,-0.6873,-0.000000,1,1,0,2
IHEVA,IHLAS EV ALETLERI,Stock,DAYANIKLI TÜKETİM,-22.4555,-0.024155,2026-09,0.0000,0.000000,1,1,0,2
TDGYO,TREND GMYO,Stock,GYO,-22.5294,-0.005386,2026-09,1.8845,-0.018845,0,2,0,2
SILVR,SILVERLINE ENDUSTRI,Stock,DAYANIKLI TÜKETİM,-22.5817,-0.022492,2026-09,-1.7937,-0.017937,2,0,0,2
IHAAS,IHLAS HABER AJANSI,Stock,MEDYA,-22.8166,0.003636,2026-09,-0.5775,-0.000000,1,1,0,2
ELITE,ELITE NATUREL ORGANIK GIDA,Stock,İÇECEK,-22.8924,-0.027361,2026-09,-1.2482,-0.012482,2,0,0,2
YKSLN,YUKSELEN CELIK,Stock,DEMİR ÇELİK,-22.9940,-0.015574,2026-09,-1.4870,-0.014870,2,0,0,2
RTALB,RTA LABORATUVARLARI,Stock,SAĞLIK VE İLAÇ,-23.0176,-0.025677,2026-09,-2.0906,-0.020906,2,0,0,2
KRSTL,KRISTAL KOLA,Stock,İÇECEK,-23.0731,-0.022062,2026-09,-2.1906,-0.000000,1,1,0,2
ISSEN,ISBIR SENTETIK DOKUMA,Stock,TEKSTİL,-23.0980,-0.031288,2026-09,1.8759,-0.018759,0,2,0,2
ANGEN,ANATOLIA TANI VE BIYOTEKNOLOJI,Stock,SAĞLIK VE İLAÇ,-23.1828,-0.009236,2026-09,-1.2209,-0.012209,2,0,0,2
YAPRK,"YAPRAK SUT VE BESI CIFT,",Stock,GIDA VE HAYVANCILIK,-23.3316,-0.052055,2026-09,-0.7421,-0.007421,2,0,0,2
NIBAS,NIGBAS NIGDE BETON,Stock,ÇİMENTO,-23.6287,-0.034831,2026-09,7.3892,0.000000,1,1,0,2
MARBL,TUREKS TURUNC MADENCILIK,Stock,SERAMİK,-23.7174,-0.020788,2026-09,-1.6026,-0.016026,2,0,0,2
MNDTR,MONDI TURKEY,Stock,KAĞIT VE AMBALAJ,-23.8197,-0.022776,2026-09,-1.2121,-0.012121,2,0,0,2
ISMEN,"IS Y, MEN, DEG,",Stock,ARACI KURUMLAR,-23.9267,-0.047663,2026-09,4.4551,-0.044551,0,2,0,2
SRVGY,SERVET GMYO,Stock,GYO,-23.9885,-0.023893,2026-09,-3.1496,-0.031496,2,0,0,2
ULKER,ULKER BISKUVI,VIOP,GIDA VE HAYVANCILIK,-24.0831,-0.023028,2026-09,-0.0000,-0.000000,1,1,0,2
AYCES,ALTINYUNUS CESME,Stock,TURİZM,-24.2866,-0.031931,2026-09,0.0557,-0.000278,0,1,1,2
GEDIK,"GEDIK Y, MEN, DEG,",Stock,ARACI KURUMLAR,-24.3413,-0.030063,2026-09,-3.9735,-0.039735,2,0,0,2
BNTAS,BANTAS AMBALAJ,Stock,KAĞIT VE AMBALAJ,-24.4569,-0.044821,2026-09,-2.6772,-0.026772,2,0,0,2
GLRYH,"GULER YAT, HOLDING",Stock,HOLDİNGLER,-24.6570,-0.025541,2026-09,-5.9375,-0.059375,2,0,0,2
BRKSN,BERKOSAN YALITIM,Stock,İNŞAAT MALZEMELERİ,-25.0480,-0.022952,2026-09,-2.8750,-0.028750,2,0,0,2
SKBNK,SEKERBANK,Stock,BANKALAR,-25.4463,0.009124,2026-09,0.8013,0.000000,1,1,0,2
BUCIM,BURSA CIMENTO,Stock,ÇİMENTO,-25.4953,-0.033520,2026-09,2.9720,-0.014860,0,1,1,2
GOKNR,GOKNUR GIDA,Stock,İÇECEK,-25.6034,-0.039782,2026-09,-0.0000,-0.000000,1,1,0,2
PRKME,"PARK ELEK,MADENCILIK",Stock,MADENCİLİK,-25.6210,-0.005104,2026-09,-5.6865,-0.056865,2,0,0,2
KFEIN,KAFEIN YAZILIM,Stock,TEKNOLOJİ,-25.6649,-0.033743,2026-09,-0.7353,-0.000000,1,1,0,2
LMKDC,LIMAK DOGU ANADOLU,Stock,ÇİMENTO,-25.7032,-0.029697,2026-09,-2.9914,-0.029914,2,0,0,2
DIRIT,DIRITEKS DIRILIS TEKSTIL,Stock,TEKSTİL,-25.7514,-0.036934,2026-09,-0.6721,-0.000000,1,1,0,2
LUKSK,LUKS KADIFE,Stock,TEKSTİL,-25.7923,-0.039048,2026-09,0.8403,0.000000,1,1,0,2
KLSER,KALESERAMIK,Stock,SERAMİK,-26.0663,-0.044655,2026-09,-3.7068,-0.037068,2,0,0,2
MHRGY,MHR GMYO,Stock,GYO,-26.0895,-0.039498,2026-09,-1.2308,-0.012308,2,0,0,2
PARSN,PARSAN,Stock,OTOMOTİV PARÇASI,-26.2241,-0.039702,2026-09,-0.9922,-0.009922,2,0,0,2
KLNMA,"T, KALKINMA BANK,",Stock,SINIFLANDIRMA DIŞI,-26.2622,-0.038713,2026-09,-0.5624,-0.005624,2,0,0,2
BERA,BERA HOLDING,Stock,HOLDİNGLER,-26.4716,-0.005273,2026-09,-0.0000,-0.000000,1,1,0,2
BANVT,BANVIT,Stock,GIDA VE HAYVANCILIK,-26.5153,-0.055988,2026-09,-2.3529,-0.023529,2,0,0,2
YYLGD,YAYLA GIDA,Stock,GIDA VE HAYVANCILIK,-26.7151,-0.046831,2026-09,-1.3820,-0.013820,2,0,0,2
MERIT,MERIT TURIZM,Stock,TURİZM,-27.4692,-0.022982,2026-09,-0.1284,-0.000000,1,1,0,2
ARFYE,ARF Bio Yenilenebilir Enerji Uretim AS,Stock,ELEKTRİK,-27.5086,-0.016439,2026-09,-1.9797,-0.000000,1,1,0,2
CGCAM,CAGDAS CAM,Stock,CAM,-27.5757,-0.028564,2026-09,-7.7231,-0.077231,2,0,0,2
ATAKP,ATAKEY PATATES,Stock,GIDA VE HAYVANCILIK,-27.5833,-0.030770,2026-09,-4.9613,-0.049613,2,0,0,2
BVSAN,BULBULOGLU VINC,Stock,İNŞAAT MALZEMELERİ,-27.6277,-0.019813,2026-09,-0.0964,-0.000000,1,1,0,2
CIMSA,CIMSA CIMENTO,VIOP,ÇİMENTO,-27.7846,-0.019925,2026-09,-1.5219,-0.000000,1,1,0,2
ASUZU,ANADOLU ISUZU,Stock,OTOMOTİV,-27.7937,-0.026576,2026-09,-2.1250,-0.021250,2,0,0,2
FROTO,FORD OTOSAN,VIOP,OTOMOTİV,-28.0071,-0.046864,2026-09,-0.9097,-0.000000,1,1,0,2
PAHOL,PASIFIK HOLDING A.S,Stock,HOLDİNGLER,-28.0442,-0.015642,2026-09,-0.7576,-0.000000,1,1,0,2
VKING,VIKING KAGIT,Stock,KAĞIT VE AMBALAJ,-28.2200,-0.035978,2026-09,-3.5448,-0.035448,2,0,0,2
DENGE,DENGE HOLDING,Stock,HOLDİNGLER,-28.3236,-0.038367,2026-09,-4.7009,-0.047009,2,0,0,2
YIGIT,YIGIT AKU,Stock,OTOMOTİV PARÇASI,-28.4482,-0.021534,2026-09,1.9373,0.000000,1,1,0,2
BFREN,BOSCH FREN SISTEMLERI,Stock,OTOMOTİV PARÇASI,-28.5099,-0.061336,2026-09,-1.4844,-0.014844,2,0,0,2
LKMNH,LOKMAN HEKIM SAGLIK,Stock,SAĞLIK VE İLAÇ,-28.5222,-0.026136,2026-09,0.0742,0.000000,1,1,0,2
